,Id,HubId,RelativeToMaxCap
515,3675,C005_2022-02-15,0.9127816627816627
516,3678,C005_2022-03-07,0.844988344988345
517,3681,C005_2022-03-23,0.8583916083916083
518,3682,C005_2022-03-08,0.8782051282051282
519,3683,C005_2022-04-27,0.8679098679098679
520,3684,C005_2022-04-26,0.8869463869463869
521,3685,C005_2022-04-29,0.884032634032634
522,3687,C005_2022-03-10,0.7962315462315462
523,3688,C005_2022-04-07,0.8541181041181041
524,3689,C005_2022-02-16,0.8859751359751359
525,3691,C005_2022-02-21,0.8679098679098679
526,3695,C005_2022-03-16,0.8828671328671329
527,3698,C005_2022-03-14,0.837024087024087
528,3699,C005_2022-03-22,0.8675213675213675
529,3700,C005_2022-04-08,0.8494560994560995
530,3701,C005_2022-04-11,0.8976301476301476
531,3702,C005_2022-02-23,0.8609168609168609
532,3703,C005_2022-03-29,0.9017094017094017
533,3704,C005_2022-04-13,0.8762626262626263
534,3705,C005_2022-02-22,0.8966588966588965
535,3706,C005_2022-03-02,0.8671328671328671
536,3707,C005_2022-04-04,0.858003108003108
537,3708,C005_2022-03-15,0.8972416472416472
538,3709,C005_2022-01-12,0.8642191142191141
539,3712,C005_2022-04-25,0.8486790986790987
540,3713,C005_2022-03-24,0.9419191919191919
541,3714,C005_2022-02-11,0.8578088578088577
542,3715,C005_2022-03-30,0.947940947940948
543,3716,C005_2022-03-31,0.8793706293706295
544,3717,C005_2022-04-19,0.8838383838383838
545,3718,C005_2022-03-01,0.8937451437451438
546,3719,C005_2022-03-03,1.0
547,3720,C005_2022-04-12,0.8910256410256411
548,3722,C005_2022-02-17,0.9786324786324787
549,3723,C005_2022-03-21,0.8331390831390831
550,3724,C005_2022-04-06,0.8908313908313908
551,3725,C005_2022-04-14,0.8993783993783994
552,3726,C005_2022-03-09,0.8772338772338774
553,3727,C005_2022-04-20,0.8867521367521367
554,3784,C007_2022-02-04,0.8044243338360985
555,3828,C007_2022-01-28,0.8149824032176974
556,3838,C007_2022-02-11,0.7963800904977375
557,3849,C007_2022-02-07,0.7963800904977375
558,3861,C007_2022-01-19,0.807440925087984
559,3863,C007_2022-02-02,0.8431372549019608
560,3875,C007_2022-01-21,0.815485168426345
561,3880,C007_2022-01-17,1.0
562,3892,C007_2022-02-03,0.8687782805429864
563,3895,C007_2022-02-08,0.7998994469582704
564,3897,C007_2022-01-20,0.9039718451483157
565,3906,C007_2022-01-18,0.8240321769733535
566,3907,C007_2022-01-27,0.8677727501256913
567,3909,C007_2022-01-25,0.7963800904977375
568,3922,C007_2022-01-24,0.8285570638511816
569,3924,C007_2022-02-09,0.7988939165409753
570,3925,C007_2022-01-31,0.7732528908999496
571,3928,C007_2022-02-10,0.8049270990447462
572,3929,C007_2022-01-26,0.8416289592760181
573,3937,C007_2022-02-01,0.823529411764706
574,4014,C009_2022-02-25,1.0
575,4036,C009_2022-03-19,0.7606961566352429
576,4058,C009_2022-03-26,0.7851099830795262
577,4076,C009_2022-04-23,0.7783417935702199
578,4080,C009_2022-04-30,0.7568286197727822
579,4083,C009_2022-03-12,0.7399081459995166
580,4086,C009_2022-04-02,0.7843848199178148
581,4139,C009_2022-02-28,0.7635968092820885
582,4140,C009_2022-04-29,0.8851824993956973
583,4147,C009_2022-03-18,0.7635968092820885
584,4150,C009_2022-04-08,0.7548948513415518
585,4151,C009_2022-03-05,0.7645636934977036
586,4154,C009_2022-04-01,0.767706067198453
587,4157,C009_2022-04-09,0.7519941986947063
588,4164,C009_2022-03-01,0.7732656514382402
